Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Béni Mellal,Toute la ville,Dacia,Lodgy,2019,55 000 - 59 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,130000
Béni Mellal,Unknown,Dacia,Lodgy,2019,55 000 - 59 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,132000
Béni Mellal,Unknown,Mercedes-Benz,190,1991,450 000 - 499 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
Mohammedia,Belle Vue,Citroen,C5,2014,130 000 - 139 999,Essence,9,Automatique,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,100000
El Jadida,Unknown,Hyundai,Tucson,2007,25 000 - 29 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Rabat,Les Orangers,Audi,Q3,2015,75 000 - 79 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,243500
Sidi Kacem,Unknown,Volkswagen,GOLF 6,2010,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,108000
Casablanca,Unknown,Nissan,Qashqai,2019,60 000 - 64 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,198000
Casablanca,Unknown,Volkswagen,Passat,2013,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,128000
Casablanca,Sidi Maarouf,Ford,Fiesta,2014,120 000 - 129 999,Essence,7,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Casablanca,Aïn Sebaâ,Land Rover,Range Rover Evoque,2014,120 000 - 129 999,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,235000
Tétouan,Autre secteur,Ford,Fiesta,2012,75 000 - 79 999,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,72000
Tan-Tan,Unknown,Ford,Focus,2006,20 000 - 24 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
Casablanca,Aïn Sebaâ,Hyundai,Tucson,2017,80 000 - 84 999,Diesel,7,Automatique,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,220000
Casablanca,Zone Industrielle,Dacia,Dokker,2018,45 000 - 49 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,119000
Agadir,Autre secteur,Renault,Kangoo,2010,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
Chefchaouen,Toute la ville,Hyundai,ix 35,2013,120 000 - 129 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
El Jadida,Najd,Ford,FOCUS C-MAX,2009,180 000 - 189 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,83000
Taroudant,Toute la ville,Dacia,Duster,2019,35 000 - 39 999,Diesel,6,Manuelle,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,160000
Casablanca,Hay Hassani,Peugeot,307,2002,10 000 - 14 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,60000
Casablanca,Unknown,Volkswagen,GOLF 4,2002,5 000 - 9 999,Diesel,8,Manuelle,3,WW au Maroc,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Fès,Agdal,Opel,Insignia,2011,200 000 - 249 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93000
Kénitra,Autre secteur,Dacia,Duster,2017,130 000 - 139 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,126000
Nador,Unknown,Dacia,Sandero,2020,70 000 - 74 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103000
Rabat,Autre secteur,Mercedes-Benz,CLASSE GLK,2015,110 000 - 119 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Fès,Route Ain Chkaf,Nissan,Micra,2018,95 000 - 99 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Casablanca,2 Mars,Volkswagen,Polo,2009,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Casablanca,Unknown,Renault,Megane 3,2014,170 000 - 179 999,Diesel,6,Manuelle,5,Unknown,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,115000
Marrakech,Av Mohammed V,Renault,Kangoo,2015,70 000 - 74 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
Oujda,Centre Ville,Renault,Clio,2016,95 000 - 99 999,Diesel,6,Manuelle,5,Unknown,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,97000
Tanger,Benkirane,Kia,Sorento,2003,25 000 - 29 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,65000
Zagora,Toute la ville,Mercedes-Benz,Classe C,1997,250 000 - 299 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,62000
Meknès,Unknown,Volkswagen,GOLF 4,2003,250 000 - 299 999,Essence,8,Manuelle,5,Dédouanée,Non,Bon,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,62000
Inzegan,Unknown,Ford,Transit,2010,200 000 - 249 999,Diesel,9,Manuelle,5,WW au Maroc,Non,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Rabat,El Youssoufia,Hyundai,i 10,2019,40 000 - 44 999,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,105000
Mediouna,Toute la ville,Hyundai,Tucson,2009,25 000 - 29 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76000
Marrakech,Unknown,Toyota,Yaris,2008,10 000 - 14 999,Essence,6,Manuelle,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,60000
Rabat,Unknown,Volkswagen,GOLF 7,2014,180 000 - 189 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
Mohammedia,Unknown,Renault,Kangoo,2012,95 000 - 99 999,Essence,6,Manuelle,5,Dédouanée,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
Dakhla,Unknown,Fiat,Punto,2014,200 000 - 249 999,Diesel,5,Manuelle,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66000
Casablanca,Unknown,Volkswagen,Beetle,2002,130 000 - 139 999,Essence,9,Manuelle,3,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,65000
Nador,Al aroui,Mercedes-Benz,Classe C,2008,180 000 - 189 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,152000
Al Hoceïma,Toute la ville,Mercedes-Benz,220,2002,25 000 - 29 999,Diesel,9,Automatique,5,Dédouanée,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,102000
Agadir Melloul,Unknown,Kia,Ceed,2020,15 000 - 19 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,200000
Salé,Unknown,Citroen,Berlingo,2013,10 000 - 14 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,105000
Agadir,Unknown,Skoda,Fabia,2017,140 000 - 149 999,Essence,6,Manuelle,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89000
Casablanca,Quartier des Hôpitaux,Hyundai,Accent,2012,90 000 - 94 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87000
Salé,Unknown,Peugeot,308,2009,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,75000
Meknès,Unknown,Citroen,Xsara Picasso,2006,300 000 - 349 999,Diesel,8,Manuelle,5,Dédouanée,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,62000
Salé,Hay Salam,Citroen,C3,2012,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69000
Casablanca,Unknown,Nissan,NOTE,2017,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,110000
Casablanca,Unknown,Hyundai,Grand i10,2018,30 000 - 34 999,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,89000
Rabat,Unknown,Kia,Sportage,2016,120 000 - 129 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,140000
Casablanca,Unknown,Volkswagen,GOLF 7,2014,150 000 - 159 999,Diesel,8,Automatique,5,Importée neuve,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,225000
Kénitra,Unknown,Volkswagen,Tiguan,2018,80 000 - 84 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,243500
Casablanca,Bourgogne,Nissan,Micra,2020,0 - 4 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Agadir,Unknown,Volkswagen,Passat,2008,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,125000
Tétouan,Wilaya,Mercedes-Benz,Classe C,2018,30 000 - 34 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Marrakech,Hay Izdihar,Opel,Corsa,2012,160 000 - 169 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89000
Kénitra,Bab Fès,Nissan,Qashqai,2013,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,129000
Mdiq,Unknown,Renault,Laguna,2010,130 000 - 139 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95000
Azrou,Unknown,Nissan,Pathfinder,2008,5 000 - 9 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,75000
Temara,Unknown,Renault,Laguna,2010,130 000 - 139 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,95000
Azrou,Unknown,Nissan,Pathfinder,2008,5 000 - 9 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,75000
Nador,Ouled mimoun,Hyundai,i 10,2011,110 000 - 119 999,Essence,6,Manuelle,5,Unknown,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Rabat,Unknown,Volkswagen,Tiguan,2012,200 000 - 249 999,Diesel,9,Manuelle,5,Dédouanée,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,210000
Agadir,Abattoirs,Fiat,Palio,1999,200 000 - 249 999,Essence,5,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,243500
Mohammedia,Centre Ville,Nissan,Qashqai,2017,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160000
Casablanca,Unknown,Hyundai,Santa Fe,2014,120 000 - 129 999,Diesel,9,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,148000
Marrakech,M'Hamid,Dacia,Duster,2018,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,153000
Errachidia,Unknown,Peugeot,3008,2009,160 000 - 169 999,Diesel,8,Manuelle,5,Dédouanée,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Errachidia,Unknown,Peugeot,3008,2009,160 000 - 169 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Berrechid,Toute la ville,Ford,Fiesta,2016,140 000 - 149 999,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,79000
Nador,Unknown,Mercedes-Benz,Classe C,2005,250 000 - 299 999,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,110000
Sidi Kacem,Unknown,Dacia,Dokker,2017,110 000 - 119 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,113000
Kénitra,Bab Fès,Hyundai,Grand i10,2018,55 000 - 59 999,Essence,5,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,88000
Rabat,Unknown,Volkswagen,Polo,2007,190 000 - 199 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,70000
Ouarzazate,Toute la ville,Ford,Focus,2015,150 000 - 159 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,142000
Casablanca,Unknown,Volkswagen,Passat,2011,200 000 - 249 999,Diesel,8,Manuelle,5,Unknown,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122000
Temara,Unknown,Hyundai,Accent,2014,5 000 - 9 999,Diesel,6,Automatique,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,105000
Casablanca,Unknown,Ford,Focus,2014,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,117000
Casablanca,Unknown,Seat,Ibiza,2019,35 000 - 39 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,129000
Rabat,Unknown,Renault,12,2016,0 - 4 999,Essence,7,Automatique,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Nador,Unknown,Renault,Laguna,2004,130 000 - 139 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,62000
Tanger,Centre ville,Toyota,RAV 4,2006,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66000
Settat,Unknown,Volkswagen,Passat,2009,180 000 - 189 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,100000
Casablanca,Maarif,Renault,Megane 3,2014,150 000 - 159 999,Diesel,6,Manuelle,5,Dédouanée,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111000
